customer_name,customer_contact,customer_address,customer_city,customer_postal_code,customer_country,order_date,order_quantity,product_name,product_unit,product_price,category_name,category_description,shipper_name,shipper_phone,supplier_name,supplier_contact,supplier_address,supplier_city,supplier_postal_code,supplier_country,supplier_phone,employee_last_name,employee_first_name,employee_birthdate,employee_photo,employee_notes
"Folk och fa HB","Maria Larsson","akergatan 24",Bracke,"S-844 67",Sweden,"1996-07-24 00:00:00",25,"Jacks New England Clam Chowder","12 - 12 oz cans",9.65,Seafood,"Seaweed and fish","Federal Shipping","(503) 555-9931","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,"1996-07-25 00:00:00",30,"Alice Mutton","20 - 1 kg tins",39,Meat/Poultry,"Prepared meats","Speedy Express","(503) 555-9831","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,"1996-07-25 00:00:00",20,"Outback Lager","24 - 355 ml bottles",15,Beverages,"Soft drinks, coffees, teas, beers, and ales","Speedy Express","(503) 555-9831","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Fuller,Andrew,"1952-02-19 00:00:00",EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,"1996-07-26 00:00:00",12,"Queso Manchego La Pastora","10 - 500 g pkgs.",38,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",Oviedo,33007,Spain,"(98) 598 76 54",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-07-29 00:00:00",50,"Boston Crab Meat","24 - 4 oz tins",18.4,Seafood,"Seaweed and fish","Speedy Express","(503) 555-9831","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-07-29 00:00:00",70,"Raclette Courdavault","5 kg pkg.",55,"Dairy Products",Cheeses,"Speedy Express","(503) 555-9831","Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
Frankenversand,"Peter Franken","Berliner Platz 43",Munchen,80805,Germany,"1996-07-29 00:00:00",15,Lakkalikoori,"500 ml",18,Beverages,"Soft drinks, coffees, teas, beers, and ales","Speedy Express","(503) 555-9831","Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",Peacock,Margaret,"1958-09-19 00:00:00",EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
GROSELLA-Restaurante,"Manuel Pereira","5 Ave. Los Palos Grandes",Caracas,1081,Venezuela,"1996-07-30 00:00:00",10,"Thuringer Rostbratwurst","50 bags x 30 sausgs.",123.79,Meat/Poultry,"Prepared meats","Federal Shipping","(503) 555-9931","Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
GROSELLA-Restaurante,"Manuel Pereira","5 Ave. Los Palos Grandes",Caracas,1081,Venezuela,"1996-07-30 00:00:00",4,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Callahan,Laura,"1958-01-09 00:00:00",EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
"White Clover Markets","Karl Jablonski","305 - 14th Ave. S. Suite 3B",Seattle,98128,USA,"1996-07-31 00:00:00",60,Geitost,"500 g",2.5,"Dairy Products",Cheeses,"Speedy Express","(503) 555-9831","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,Buchanan,Steven,"1955-03-04 00:00:00",EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French."
"White Clover Markets","Karl Jablonski","305 - 14th Ave. S. Suite 3B",Seattle,98128,USA,"1996-07-31 00:00:00",20,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Dairy Products",Cheeses,"Speedy Express","(503) 555-9831","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Buchanan,Steven,"1955-03-04 00:00:00",EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French."
"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,"1996-08-01 00:00:00",30,"Inlagd Sill","24 - 250 g jars",19,Seafood,"Seaweed and fish","Speedy Express","(503) 555-9831","Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",Davolio,Nancy,"1968-12-08 00:00:00",EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,"1996-08-01 00:00:00",25,"Ipoh Coffee","16 - 500 g tins",46,Beverages,"Soft drinks, coffees, teas, beers, and ales","Speedy Express","(503) 555-9831","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,Davolio,Nancy,"1968-12-08 00:00:00",EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
"Split Rail Beer & Ale","Art Braunschweiger","P.O. Box 555",Lander,82520,USA,"1996-08-01 00:00:00",24,Geitost,"500 g",2.5,"Dairy Products",Cheeses,"United Package","(503) 555-3199","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,"1996-08-02 00:00:00",6,"Sir Rodneys Marmalade","30 gift boxes",81,Confections,"Desserts, candies, and sweet breads","United Package","(503) 555-3199","Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,"1996-08-02 00:00:00",40,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products",Cheeses,"United Package","(503) 555-3199","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,"1996-08-02 00:00:00",24,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Dairy Products",Cheeses,"United Package","(503) 555-3199","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1996-08-05 00:00:00",24,Ikura,"12 - 200 ml jars",31,Seafood,"Seaweed and fish","Federal Shipping","(503) 555-9931","Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi",Tokyo,100,Japan,"(03) 3555-5011",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1996-08-05 00:00:00",15,"Gorgonzola Telino","12 - 100 g pkgs",12.5,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1996-08-05 00:00:00",20,Geitost,"500 g",2.5,"Dairy Products",Cheeses,"Federal Shipping","(503) 555-9931","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1996-08-05 00:00:00",60,"Boston Crab Meat","24 - 4 oz tins",18.4,Seafood,"Seaweed and fish","Federal Shipping","(503) 555-9931","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"1996-08-05 00:00:00",33,Lakkalikoori,"500 ml",18,Beverages,"Soft drinks, coffees, teas, beers, and ales","Federal Shipping","(503) 555-9931","Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",Leverling,Janet,"1963-08-30 00:00:00",EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
"Vins et alcools Chevalier","Paul Henriot","59 rue de lAbbaye",Reims,51100,France,"1996-08-06 00:00:00",20,Flotemysost,"10 - 500 g pkgs.",21.5,"Dairy Products",Cheeses,"Speedy Express","(503) 555-9831","Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
"Vins et alcools Chevalier","Paul Henriot","59 rue de lAbbaye",Reims,51100,France,"1996-08-06 00:00:00",7,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Dairy Products",Cheeses,"Speedy Express","(503) 555-9831","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Suyama,Michael,"1963-07-02 00:00:00",EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy,"1996-08-07 00:00:00",12,"Guarana Fantastica","12 - 355 ml cans",4.5,Beverages,"Soft drinks, coffees, teas, beers, and ales","Speedy Express","(503) 555-9831","Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","Sao Paulo",5442,Brazil,"(11) 555 4640",Davolio,Nancy,"1968-12-08 00:00:00",EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy,"1996-08-07 00:00:00",6,"Raclette Courdavault","5 kg pkg.",55,"Dairy Products",Cheeses,"Speedy Express","(503) 555-9831","Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,Davolio,Nancy,"1968-12-08 00:00:00",EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
